Game,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Stripped Sales,,No errors,Number Conversion,Total
Wii de Asobu Chibi-Robo!,Wii_b,Nintendo,skip Ltd.,,,,,0.05m,,,0.05m,,6/11/2009,,0.05,,0.05,0.05,
Crazy Chicken: Star Karts,DS_b,Mumbo Jumbo,Phenomedia,,,,,0.03m,0.03m,,,0.00m,6/11/2009,,0.03,,0.03,0.03,
Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP_b,CyberFront,CyberFront,,,,,0.01m,,,0.01m,,6/11/2009,,0.01,,0.01,0.01,
Onore no Shinzuru Michi wo Yuke,PSP_b,From Software,Silicon Studio,,,,,0.01m,,,0.01m,,6/11/2009,,0.01,,0.01,0.01,
Hayarigami DS: Toshidensetsu Kaii Jiken,DS_b,Nippon Ichi Software,Nippon Ichi Software,,,,,0.00m,,,0.00m,,6/11/2009,,0.00,,0.00,0,
A Morons Challenge,XBL_b,Microsoft,arcarocket,,,,,,,,,,6/11/2009,,#VALUE!,,0,0,
Ape Academy 2,PSN_b,Sony Computer Entertainment,Shift,,,,,,,,,,6/11/2009,,#VALUE!,,0,0,
Bomberman Ultra,PSN_b,Hudson Soft,Hudson Soft,8.2,8,,,,,,,,6/11/2009,,#VALUE!,,0,0,
Burnout Paradise: Big Surf Island,PSN_b,Electronic Arts,Criterion Games,,8,,,,,,,,6/11/2009,,#VALUE!,,0,0,
Burnout Paradise: Big Surf Island,XBL_b,Electronic Arts,Criterion Games,,8,,,,,,,,6/11/2009,,#VALUE!,,0,0,
Galactik Football,DS_b,505 Games,Beast,,,,,,,,,,6/12/2009,,#VALUE!,,0,0,
Rail Simulator 2: Railworks Platform,PC_b,Electronic Arts,Electronic Arts,,,,,,,,,,6/12/2009,,#VALUE!,,0,0,
RailWorks,PC_b,RailSimulator.com,RailSimulator.com,,7,,,,,,,,6/12/2009,,#VALUE!,,0,0,
Bobby Says - Dance with me!,XBL_b,Microsoft,Mexond,,,,,,,,,,6/14/2009,,#VALUE!,,0,0,
Jade Dynasty,PC_b,Perfect World Entertainment,Perfect World Entertainment,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Let's CATCH,WW_b,Sega,PROPE,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Mario Calculator,DSiW_b,Nintendo,Nintendo,,6,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Mario Clock,DSiW_b,Nintendo,Nintendo,,3.5,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Rainbow Islands: Towering Adventure!,WW_b,Square Enix,Taito Corporation,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Space Harrier (Arcade),VC_b,Sega,Sega,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
"Flower, Sun, and Rain",DS_b,Marvelous Interactive,High Horse Entertainment,4,5.7,,,0.07m,0.06m,0.00m,,0.01m,6/15/2009,,0.07,,0.07,0.07,
4x4 Hummer,PC_b,Aspyr,1C Company / Avalon Style,,,,,0.00m,,0.00m,,0.00m,6/15/2009,,0.00,,0.00,0,
Crazy School Games,DS_b,DTP Entertainment,Cranberry Production,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Eduardo the Samurai Toaster,WW_b,Semnat Studios,Semnat Studios LLC,,,,,,,,,,6/15/2009,,#VALUE!,,0,0,
Ghostbusters: The Video Game,All_b,Atari,Terminal Reality,,,,3.00m,,,,,,6/16/2009,8/18/2021,#VALUE!,,0,0,
Ghostbusters: The Video Game,Wii_b,Atari,Red Fly Studio,7.3,7.6,,,0.87m,0.59m,0.21m,,0.07m,6/16/2009,,0.87,,0.87,0.87,
Ghostbusters: The Video Game,PS3_b,Atari,Terminal Reality,8.3,7.8,,,0.84m,0.34m,0.36m,,0.14m,6/16/2009,,0.84,,0.84,0.84,
Ghostbusters: The Video Game,PC_b,Atari,Terminal Reality,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Grand Theft Auto: Episodes from Liberty City,DS_b,Atari,Unknown,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
PDC World Championship Darts 2008,PS2_b,O-Games,Mere Mortals,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Vertigo,PC_b,Playlogic Game Factory,Icon Games,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Wallace & Gromit's Grand Adventures Episode 3: Muzzled!,PC_b,Telltale Games,Telltale Games,7.3,8,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Wonder Momo (Arcade),VC_b,Namco Bandai,Namco,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Ghostbusters: The Video Game,X360_b,Atari,Terminal Reality,8.3,7.7,,,0.62m,0.43m,0.14m,,0.06m,6/16/2009,,0.62,,0.62,0.62,
Guitar Hero: Smash Hits,Wii_b,Activision,Neversoft Entertainment,7.8,7.5,,,0.58m,0.31m,0.21m,,0.06m,6/16/2009,,0.58,,0.58,0.58,
Ghostbusters: The Video Game,PS2_b,Atari,Red Fly Studio,,,,,0.43m,0.15m,0.04m,,0.24m,6/16/2009,,0.43,,0.43,0.43,
Guitar Hero: Smash Hits,X360_b,Activision,Neversoft Entertainment,7.8,7.1,,,0.42m,0.23m,0.15m,,0.04m,6/16/2009,,0.42,,0.42,0.42,
Ghostbusters: The Video Game,DS_b,Atari,Zen Studios Inc.,,,,,0.40m,0.24m,0.12m,,0.04m,6/16/2009,,0.40,,0.40,0.4,
Guitar Hero: Smash Hits,PS3_b,Activision,Neversoft Entertainment,7.8,7.4,,,0.35m,0.20m,0.11m,,0.05m,6/16/2009,,0.35,,0.35,0.35,
PDC World Championship Darts 2008,Wii_b,O-Games,Mere Mortals,,,,,0.24m,0.02m,0.21m,,0.01m,6/16/2009,,0.24,,0.24,0.24,
Guitar Hero: Smash Hits,PS2_b,Activision,Vicarious Visions,,6.9,,,0.22m,0.11m,0.01m,,0.10m,6/16/2009,,0.22,,0.22,0.22,
Let's TAP,Wii_b,Sega,PROPE,,7,,,0.17m,0.08m,0.06m,0.01m,0.02m,6/16/2009,,0.17,,0.17,0.17,
Big League Sports: Summer,DS_b,Activision,Koolhaus Games,,,,,0.11m,0.09m,0.00m,,0.01m,6/16/2009,,0.11,,0.11,0.11,
Hysteria Hospital: Emergency Ward,DS_b,O-Games,Gameinvest,,,,,0.11m,0.10m,0.00m,,0.01m,6/16/2009,,0.11,,0.11,0.11,
Big League Sports: Summer,Wii_b,Activision,Koolhaus Games,,,,,0.09m,0.09m,,,0.01m,6/16/2009,,0.09,,0.09,0.09,
Mad Dog McCree: Gunslinger Pack,Wii_b,Majesco,Digital Leisure,,,,,0.08m,0.07m,0.00m,,0.01m,6/16/2009,,0.08,,0.08,0.08,
Diva Girls: Divas on Ice,Wii_b,505 Games,505 Games,,,,,0.08m,0.07m,0.00m,,0.01m,6/16/2009,,0.08,,0.08,0.08,
Discovery Kids: Parrot Pals,DS_b,505 Games,505 Games,,,,,0.07m,0.07m,,,0.01m,6/16/2009,,0.07,,0.07,0.07,
Diva Girls: Divas on Ice,DS_b,505 Games,Arc System Works,,,,,0.06m,0.05m,0.00m,,0.00m,6/16/2009,,0.06,,0.06,0.06,
Hysteria Hospital: Emergency Ward,Wii_b,O-Games,Gameinvest,,,,,0.05m,0.05m,0.00m,,0.00m,6/16/2009,,0.05,,0.05,0.05,
Hurry Up Hedgehog!,DS_b,O-Games,Unknown,,,,,0.02m,0.02m,,,0.00m,6/16/2009,,0.02,,0.02,0.02,
PDC World Championship Darts 2009,DS_b,O-Games,Rebellion Developments,,,,,0.00m,,0.00m,,0.00m,6/16/2009,,0.00,,0.00,0,
Final Fantasy II,VC_b,Square Enix,Square,,,,,,,,,,6/16/2009,,#VALUE!,,0,0,
Magic: The Gathering - Duels of the Planeswalkers,XBL_b,Wizards of the Coast,Stainless Games,,8,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Math Aerobat,XBL_b,Microsoft,hotshot 10101,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Rocket Riot,XBL_b,THQ,CodeGlue,,7,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Sam & Max Save The World,XBL_b,Telltale Games,Telltale Games,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Sushi Bumper,XBL_b,Microsoft,Tinderbox,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Sword of the Stars: Argos Naval Yard,PC_b,Lighthouse Interactive,Kerberos Productions,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Tom Clancy's Ghost Recon Advanced Warfighter 2,PSN_b,Ubisoft,High Voltage Software,,6.3,,,,,,,,6/17/2009,,#VALUE!,,0,0,
America's Army 3,PC_b,U.S. Army,U.S. Army,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Dawn of Discovery,PC_b,Ubisoft,Blue Byte Software,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
DUX,DC_b,HuCast,HUCAST.net/KonTechs Ltd.,,,,,,,,,,6/17/2009,,#VALUE!,,0,0,
Tomodachi Collection,DS_b,Nintendo,Nintendo SPD Group No.1,,,,3.76m,,,,,,6/18/2009,,#VALUE!,,0,0,
Fortune Summoners,PC_b,Unknown,Lizsoft,7.7,,,,,,,,,6/18/2009,,#VALUE!,,0,0,
Golgo 13: File G-13 o Oe,DS_b,Marvelous Interactive,Marvelous Interactive,,,,,,,,,,6/18/2009,,#VALUE!,,0,0,
Japan Golfer's Kentei DS,DS_b,Dimple Entertainment,Dimple Entertainment,,,,,,,,,,6/18/2009,,#VALUE!,,0,0,
Light's End,XBL_b,Microsoft,Ryan Thorlakson,,,,,,,,,,6/18/2009,,#VALUE!,,0,0,
Fate/Unlimited Codes Portable,PSP_b,Capcom,Eighting,,7.6,,,0.05m,,,0.05m,,6/18/2009,,0.05,,0.05,0.05,
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS_b,Level 5,Level 5,,,,,0.03m,,,0.03m,,6/18/2009,,0.03,,0.03,0.03,
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS_b,Level 5,Level 5,,,,,0.03m,,,0.03m,,6/18/2009,,0.03,,0.03,0.03,
Juusei to Diamond,PSP_b,Sony Computer Entertainment,SCEI,,,,,0.01m,,,0.01m,,6/18/2009,,0.01,,0.01,0.01,
Metal Gear Solid,PSN_b,Konami,Konami Computer Entertainment Japan,,,,,0.00m,,0.00m,0.00m,0.00m,6/18/2009,,0.00,,0.00,0,
The * Kayou Generation,DS_b,AQ Interactive,AQ Interactive,,,,,0.00m,,,0.00m,,6/18/2009,,0.00,,0.00,0,
Asonde Igo ga Sara ni Tsuyoku naru!! Ginsei Igo DS Chuukyuuhen,DS_b,Electronic Arts,SilverStar Japan,,,,,,,,,,6/18/2009,,#VALUE!,,0,0,
WipEout Pulse,PS2_b,Sony Computer Entertainment,Studio Liverpool,,,,,0.49m,,0.15m,,0.33m,6/19/2009,,0.49,,0.49,0.49,
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Wii_b,Namco Bandai,Ganbarion,,,,,0.27m,,0.07m,0.19m,0.01m,6/19/2009,,0.27,,0.27,0.27,
Imagine: Champion Rider 2009,PSP_b,Ubisoft,Phoenix Interactive,,,,,0.00m,,0.00m,,0.00m,6/19/2009,,0.00,,0.00,0,
Chinese Checkers Deluxe,XBL_b,Microsoft,Per Pixel Games LLC,,,,,,,,,,6/19/2009,,#VALUE!,,0,0,
FarmVille (Facebook),PC_b,Zynga,Zynga,,,,,,,,,,6/19/2009,,#VALUE!,,0,0,
Penguin Slip-Slide,XBL_b,Microsoft,SGN Casual Games,,,,,,,,,,6/20/2009,,#VALUE!,,0,0,
NEVES Plus,WW_b,Akinai Games,"BeeWorks Co., Ltd",,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
Plows in Hell,XBL_b,Microsoft,Handkor,,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
SimEarth: The Living Planet,VC_b,Hudson Soft,Maxis,,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
"Time Gentlemen, Please!",PC_b,Zombie Cow Studios,Zombie Cow Studios,,8.8,,,,,,,,6/22/2009,,#VALUE!,,0,0,
Art Style: BOXLIFE,DSiW_b,Nintendo,skip Ltd.,,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
Drill Sergeant Mindstrong,WW_b,Xseed Games,Hi Corporation,,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
Family Mini Golf,WW_b,Aksys Games,Arc System Works,,,,,,,,,,6/22/2009,,#VALUE!,,0,0,
Monster Hunter Freedom Unite,PSP_b,Capcom,Capcom Production Studio 1,,7.7,9.7,3.80m,,,,,,6/23/2009,,#VALUE!,,0,0,
Fight Night Round 4,PS3_b,EA Sports,EA Canada,,8.6,,,1.52m,0.92m,0.40m,,0.20m,6/23/2009,,1.52,,1.52,1.52,
Fight Night Round 4,X360_b,EA Sports,EA Canada,,8.7,,,1.40m,0.95m,0.33m,,0.13m,6/23/2009,,1.40,,1.40,1.4,
Transformers: Revenge of the Fallen,PS3_b,Activision,Luxoflux Corp.,7,6.5,,,0.70m,0.28m,0.30m,,0.12m,6/23/2009,,0.70,,0.70,0.7,
Galaga '88 (Arcade),VC_b,Namco Bandai,Namco,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Grand Theft Auto: Liberty City Stories / Vice City Stories,PS2_b,Take-Two Interactive,Rockstar Leeds,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Monster Hunter Freedom 2,PSV_b,Capcom,Unknown,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Transformers: Revenge of the Fallen,DS_b,Activision,Unknown,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Transformers: Revenge of the Fallen -- Autobots,PS2_b,Activision,Unknown,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Transformers: Revenge of the Fallen -- Autobots,Wii_b,Activision,Unknown,,,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Transformers: Revenge of the Fallen,X360_b,Activision,Luxoflux Corp.,7,6.1,,,0.63m,0.34m,0.23m,,0.06m,6/23/2009,,0.63,,0.63,0.63,
Classic Word Games,DS_b,Ubisoft,Ubisoft,,,,,0.52m,0.09m,0.36m,,0.06m,6/23/2009,,0.52,,0.52,0.52,
Transformers: Revenge of the Fallen,PS2_b,Activision,Krome Studios,,,,,0.49m,0.25m,0.01m,,0.22m,6/23/2009,,0.49,,0.49,0.49,
Transformers: Revenge of the Fallen,Wii_b,Activision,Krome Studios,,,,,0.48m,0.24m,0.20m,,0.05m,6/23/2009,,0.48,,0.48,0.48,
Transformers: Revenge of the Fallen -- Autobots,DS_b,Activision,Vicarious Visions,,,,,0.44m,0.26m,0.14m,,0.04m,6/23/2009,,0.44,,0.44,0.44,
Transformers: Revenge of the Fallen,PSP_b,Activision,Savage Entertainment,,3.8,,,0.41m,0.17m,0.15m,,0.08m,6/23/2009,,0.41,,0.41,0.41,
Overlord: Dark Legend,Wii_b,Codemasters,Climax Group,,7,,,0.37m,0.11m,0.22m,,0.04m,6/23/2009,,0.37,,0.37,0.37,
Dynasty Warriors 6 Empires,PS3_b,KOEI,Omega Force,,6.4,,,0.34m,0.14m,0.03m,0.15m,0.02m,6/23/2009,,0.34,,0.34,0.34,
Transformers: Revenge of the Fallen -- Decepticons,DS_b,Activision,Vicarious Visions,,,,,0.33m,0.17m,0.13m,,0.03m,6/23/2009,,0.33,,0.33,0.33,
Overlord II,X360_b,Codemasters,Triumph Studios,,,,,0.32m,0.15m,0.14m,,0.03m,6/23/2009,,0.32,,0.32,0.32,
Overlord II,PS3_b,Codemasters,Triumph Studios,,,,,0.32m,0.11m,0.15m,,0.05m,6/23/2009,,0.32,,0.32,0.32,
Resident Evil Archives: Resident Evil,Wii_b,Capcom,Capcom Production Studio 4,,7.6,,,0.30m,0.16m,0.04m,0.08m,0.02m,6/23/2009,,0.30,,0.30,0.3,
The Conduit,Wii_b,Sega,High Voltage Software,8.3,6.6,8.2,0.27m,,,,,,6/23/2009,,#VALUE!,,0,0,
Dynasty Warriors 6 Empires,X360_b,KOEI,Omega Force,,6.3,,,0.24m,0.16m,0.02m,0.04m,0.02m,6/23/2009,,0.24,,0.24,0.24,
Dawn of Discovery,Wii_b,Ubisoft,Sunflowers Interactive,7.8,7.9,,,0.19m,0.12m,0.06m,,0.01m,6/23/2009,,0.19,,0.19,0.19,
Little League World Series Baseball 2009,Wii_b,Activision,Now Production,,,,,0.15m,0.14m,,,0.01m,6/23/2009,,0.15,,0.15,0.15,
Shin Megami Tensei: Devil Survivor,DS_b,Atlus,Atlus Co.,,8.4,8.8,0.15m,,,,,,6/23/2009,,#VALUE!,,0,0,
PANGYA: Fantasy Golf,PSP_b,Tommo,Ntreev Soft,,,,,0.14m,0.09m,,0.04m,0.01m,6/23/2009,,0.14,,0.14,0.14,
Little League World Series Baseball 2009,DS_b,Activision,Black Lantern Studios,,,,,0.13m,0.12m,,,0.01m,6/23/2009,,0.13,,0.13,0.13,
Dawn of Discovery,DS_b,Ubisoft,Sunflowers Interactive,,7.9,,,0.11m,0.07m,0.03m,,0.01m,6/23/2009,,0.11,,0.11,0.11,
My Healthy Cooking Coach,DS_b,Ubisoft,Ubisoft,,,,,0.10m,0.09m,,,0.01m,6/23/2009,,0.10,,0.10,0.1,
Overlord: Minions,DS_b,Codemasters,Triumph Studios,,,,,0.07m,0.07m,0.00m,,0.01m,6/23/2009,,0.07,,0.07,0.07,
Fashion Week Jr. Designer,DS_b,505 Games,505 Games,,,,,0.04m,0.04m,0.00m,,0.00m,6/23/2009,,0.04,,0.04,0.04,
Overlord II,PC_b,Codemasters,Triumph Studios,,,,,0.03m,,0.03m,,0.00m,6/23/2009,,0.03,,0.03,0.03,
Hot 'n' Cold,DS_b,Majesco,Majesco,,,,,0.02m,0.02m,,,0.00m,6/23/2009,,0.02,,0.02,0.02,
Fuel,PC_b,Codemasters,Asobo Studio,,6.4,,,0.02m,,0.02m,,0.00m,6/23/2009,8/5/2020,0.02,,0.02,0.02,
Spore Galactic Adventures,PC_b,Electronic Arts,Electronic Arts,,,,,0.01m,,0.01m,,0.00m,6/23/2009,,0.01,,0.01,0.01,
Restaurant Empire II,PC_b,Paradox Interactive,Enlight Software,,,,,0.00m,,0.00m,,,6/23/2009,,0.00,,0.00,0,
Transformers: Revenge of the Fallen,PC_b,Activision,Luxoflux Corp.,,,,,0.00m,,0.00m,,0.00m,6/23/2009,,0.00,,0.00,0,
Fallout 3: Point Lookout,PC_b,Bethesda Softworks,Bethesda Softworks,8.3,8,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Fallout 3: Point Lookout,XBL_b,Bethesda Softworks,Bethesda Softworks,8.3,8.2,,,,,,,,6/23/2009,,#VALUE!,,0,0,
Garou: Mark of the Wolves,XBL_b,SNK Playmore,SNK Playmore Corporation,,7.8,,,,,,,,6/24/2009,,#VALUE!,,0,0,
TMNT,PSN_b,Ubisoft,Ubisoft Montreal,,,,,,,,,,6/24/2009,,#VALUE!,,0,0,
PAIN,PS3_b,Sony Computer Entertainment,Idol Minds Digital,,,,,0.01m,,0.01m,,0.00m,6/24/2009,,0.01,,0.01,0.01,
Brothers in Arms: D-Day,PSN_b,Ubisoft,Ubisoft,,6.9,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Chessmaster: The Art of Learning,PSN_b,Ubisoft,Ubisoft,,,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Dekisugi Tingle Pack,DSiW_b,Nintendo,Vanpool,,,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Driver '76,PSN_b,Ubisoft,Sumo Digital,,5.5,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Droplitz,XBL_b,Atlus,Blitz Arcade,7.6,5,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Farland Saga: Toki no Michishirube,PSN_b,TGL,TGL,,,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Final Fantasy,PSN_b,Square Enix,SquareSoft,,,,,,,,,,6/24/2009,,#VALUE!,,0,0,
Jishin DS: 72 Jikan,DS_b,Iota,Iota,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Mobile Light Force,PSN_b,Sony Computer Entertainment,Psikyo,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Sky-Defender,XBL_b,Microsoft,Starlit Sky Games,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
System Override,XBL_b,Microsoft,Centurion Games,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Table Game Spirits V,DS_b,Tasuke,Tasuke,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Dawn of Discovery,PC_b,Ubisoft,Related Designs,,8.4,,,0.37m,,0.32m,,0.05m,6/25/2009,,0.37,,0.37,0.37,
Ken to Mahou to Gakuen Mono. 2,PSP_b,Acquire,ZeroDiv,,,,,0.08m,,,0.08m,,6/25/2009,,0.08,,0.08,0.08,
Valhalla Knights 2: Battle Stance,PSP_b,Marvelous Interactive,K2,,,,0.04m,,,,,,6/25/2009,,#VALUE!,,0,0,
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP_b,TGL,TGL,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Mamoru-kun wa Norowarete Shimatta!,X360_b,G.Rev,Gulti,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Really? Really! DS,DS_b,Kadokawa Shoten,Kadokawa Shoten,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Wand of Fortune,PS2_b,Idea Factory,Idea Factory,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Time Leap,X360_b,Prototype,Prototype,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Memories Off: AfterRain,PSP_b,5pb,5pb. Games,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Under the Moon: Crescent,PS2_b,Dimple Entertainment,Dimple Entertainment,,,,,0.01m,,,0.01m,,6/25/2009,,0.01,,0.01,0.01,
Pia Carrot e Youkoso!! G.P. Gakuen Princess Portable,PSP_b,GN Software,HuneX,,,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
HimeHibi: New Princess Days!! Zoku! Ni-Gakki,PS2_b,Takuyo,Takuyo,,,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
Fushigi Yuugi DS,DS_b,Idea Factory,Idea Factory,,,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
Pure (JP sales),PS3_b,Disney Interactive Studios,Black Rock Studio,,7,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
Pure (JP sales),X360_b,Disney Interactive Studios,Black Rock Studio,,7,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
Maruhan Pachinko & Pachi-Slot Hisshou Guide Kanshuu: The Pachinko Hall,DS_b,Nippon Ichi Software,Nippon Ichi Software,,,,,0.00m,,,0.00m,,6/25/2009,,0.00,,0.00,0,
Battlefield Heroes,PC_b,Electronic Arts,Digital Illusions,,5,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Bop N' Pop!,XBL_b,Microsoft,trufun101,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
DoraSlot: Hana Hana Matsuri Da!!,PSP_b,Dorasu,Dorasu,,,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Droplitz,PSN_b,Atlus,Blitz Arcade,7.6,7.8,,,,,,,,6/25/2009,,#VALUE!,,0,0,
Ico Soccer,DS_b,Black Bean Games,Artematica,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Mr. Physics,DS_b,CDV Software Entertainment,Mastertronic,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
"Oni Uta. Oni ga Kitari de, Maesasero to Notamouta",PC_b,13cm,13cm,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Pool Hall Pro,PC_b,Playlogic Game Factory,Icon Games,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Secret Flirts: Make everyone fall for you!,DS_b,Nobilis,Smack Down Productions,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Shield Defense,XBL_b,Microsoft,PitchMobile,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Starry * Sky: In Summer - PSP Edition,PC_b,honeybee,Unknown,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Think: Train Your Brain,DS_b,Eidos Interactive,Eidos Interactive,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Another Code R: A Journey into Lost Memories,Wii_b,Nintendo,Cing,,5.9,,,0.06m,,0.03m,0.03m,0.00m,6/26/2009,,0.06,,0.06,0.06,
Superstars V8 Racing,PS3_b,Black Bean Games,Milestone S.r.l,,,,,0.04m,0.00m,0.03m,,0.01m,6/26/2009,,0.04,,0.04,0.04,
Superstars V8 Racing,X360_b,Black Bean Games,Milestone S.r.l,,,,,0.01m,,0.01m,,0.00m,6/26/2009,,0.01,,0.01,0.01,
Deus Ex Complete,PC_b,Mastertronic,Ion Storm Inc.,,,,,0.00m,,0.00m,,0.00m,6/26/2009,,0.00,,0.00,0,
Diabolik: The Original Sin,DS_b,Black Bean Games,Artematica Entertainment,,,,,0.00m,,0.00m,,0.00m,6/26/2009,,0.00,,0.00,0,
Superstars V8 Racing,PC_b,Black Bean Games,Milestone S.r.l,,,,,0.00m,,0.00m,,0.00m,6/26/2009,,0.00,,0.00,0,
Boku wa Koukuu Kanseikan 3: Sendai Airmanship,PC_b,TechnoBrain,TechnoBrain,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Diabolik: The Original Sin,Wii_b,Black Bean Games,Artematica Entertainment,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Diabolik: The Original Sin,PS2_b,Black Bean Games,Artematica Entertainment,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Diabolik: The Original Sin,PC_b,Black Bean Games,Artematica Entertainment,,,,,,,,,,6/26/2009,,#VALUE!,,0,0,
Gravity Bounce,XBL_b,Microsoft,toddm,,,,,,,,,,6/27/2009,,#VALUE!,,0,0,
Reel Fishing Challenge,WW_b,Natsume,Natsume,,,,,,,,,,6/29/2009,,#VALUE!,,0,0,
Rise of Flight: The First Great Air War,PC_b,Unknown,neoqb,,,,,,,,,,6/29/2009,,#VALUE!,,0,0,
Silver Star Reversi,WW_b,Agetec,Electronic Arts,,,,,,,,,,6/29/2009,,#VALUE!,,0,0,
Sudoku Master,DSiW_b,Hudson Entertainment,Hudson Soft,,,,,,,,,,6/29/2009,,#VALUE!,,0,0,
Water Warfare,WW_b,Hudson Entertainment,Hudson Entertainment,,7.2,7.9,,,,,,,6/29/2009,,#VALUE!,,0,0,
Fantasy Zone II,VC_b,Sega,Sega,,,,,,,,,,6/29/2009,,#VALUE!,,0,0,
Call of Juarez: Bound in Blood,All_b,Ubisoft,Techland,,,,0.90m,,,,,,6/30/2009,1/27/2021,#VALUE!,,0,0,
Call of Juarez: Bound in Blood,PS3_b,Ubisoft,Techland,8,7.7,,,0.88m,0.35m,0.38m,0.01m,0.15m,6/30/2009,,0.88,,0.88,0.88,
Harry Potter and the Half-Blood Prince,Wii_b,Electronic Arts,Bright Light Productions,,6,3.8,,0.76m,0.28m,0.40m,,0.08m,6/30/2009,,0.76,,0.76,0.76,
Marvel Land (Arcade),VC_b,Namco Bandai,Namco,,,,,,,,,,6/30/2009,,#VALUE!,,0,0,
Meet UR Match,XBL_b,Microsoft,Georges Dad,,,,,,,,,,6/30/2009,,#VALUE!,,0,0,
